,Unnamed: 0,text,line,start_pos,end_pos,file,class,Y,Predicted_Values
2359,361,"['vogtle', 'unit', 'operating', 'license', 'condition', 'requires', 'the', 'licensee', 'to', 'implement', 'and', 'maintain', 'in', 'effect', 'all', 'provisions', 'of', 'the', 'approved', 'fpp', 'as', 'described', 'in', 'the', 'fsar', 'for', 'the', 'and', 'submittals', 'dated', 'july', 'august', 'and', 'october', 'and', 'november', 'and', 'december', 'and', 'january', 'as', 'approved', 'in', 'the', 'ser', 'through', 'supplement']",176.0,3162.0,3535.0,ML12027A131.txt,1.0,U,N
2364,366,"['contrary', 'to', 'the', 'on', 'the', 'nrc', 'identified', 'that', 'the', 'licensee', 'failed', 'to', 'ensure', 'during', 'safe', 'unit', 'and', 'unit', 'reactor', 'coolant', 'process', 'variables', 'would', 'be', 'maintained', 'within', 'those', 'predicted', 'for', 'loss', 'of', 'normal', 'ac']",178.0,433.0,695.0,ML12027A131.txt,0.0,N,N
2367,369,"['because', 'this', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'and', 'was', 'entered', 'into', 'the', 'corrective', 'action', 'program', 'this', 'violation', 'is', 'being', 'treated', 'as', 'violation', 'consistent', 'with', 'the', 'enforcement', 'ncv', 'failure', 'to', 'ensure', 'unit', 'and', 'unit', 'reactor', 'coolant', 'process', 'variables', 'can', 'be', 'maintained', 'within', 'those', 'predicted', 'for', 'loss', 'of', 'normal', 'ac', 'power', 'for', 'large', 'main', 'control', 'room']",178.0,1104.0,1564.0,ML12027A131.txt,0.0,U,N
2371,373,"['violations', 'the', 'following', 'violations', 'of', 'very', 'low', 'significance', 'or', 'severity', 'level', 'iv', 'were', 'identified', 'by', 'the', 'licensee', 'and', 'are', 'violations', 'of', 'nrc', 'requirements', 'which', 'meet', 'the', 'criteria', 'of', 'the', 'nrc', 'enforcement', 'for', 'being', 'dispositioned', 'as']",178.0,1911.0,2201.0,ML12027A131.txt,0.0,U,N
2383,385,['attachment'],184.0,0.0,10.0,ML12027A131.txt,0.0,U,U
2391,393,[],196.0,0.0,23.0,ML12027A131.txt,0.0,U,U
2394,396,"['cold', 'weather', 'unit']",200.0,91.0,140.0,ML12027A131.txt,0.0,U,U
2395,397,"['cold', 'weather', 'unit']",200.0,140.0,189.0,ML12027A131.txt,0.0,U,U
2396,398,"['heat', 'tracing', 'system', 'unit']",200.0,189.0,245.0,ML12027A131.txt,0.0,U,U
2398,400,"['diesel', 'generator', 'operability', 'test']",200.0,347.0,402.0,ML12027A131.txt,0.0,U,U
2400,402,"['diesel', 'generator', 'alignment']",200.0,471.0,516.0,ML12027A131.txt,0.0,U,U
2402,404,"['containment', 'spray', 'system', 'alignment']",200.0,581.0,634.0,ML12027A131.txt,0.0,U,U
2408,410,"['diagram', 'diesel', 'generator', 'train', 'system']",200.0,912.0,971.0,ML12027A131.txt,0.0,U,U
2417,419,"['diagram', 'nuclear', 'service', 'cooling', 'water', 'system']",202.0,184.0,248.0,ML12027A131.txt,0.0,U,U
2422,424,[],202.0,403.0,421.0,ML12027A131.txt,0.0,U,U
2425,427,"['main', 'one', 'line', 'class', 'dc', 'and', 'vital', 'ac', 'systems', 'system', 'health', 'reports', 'containment', 'spray', 'system', 'system', 'health', 'report', 'quarter', 'vogtle', 'volt', 'direct', 'current', 'system', 'system', 'health', 'report', 'qtr', 'section', 'fire', 'protection', 'procedures']",202.0,495.0,777.0,ML12027A131.txt,0.0,U,N
2426,428,"['zone', 'auxiliary', 'building', 'level', 'fire', 'fighting', 'preplan']",202.0,777.0,856.0,ML12027A131.txt,0.0,U,U
2430,432,"['zone', 'control', 'building', 'level', 'fire', 'fighting', 'preplan']",202.0,1139.0,1215.0,ML12027A131.txt,0.0,U,U
2437,439,"['zone', 'control', 'building', 'level', 'fire', 'fighting', 'preplan']",202.0,1673.0,1750.0,ML12027A131.txt,0.0,U,U
2453,455,"['maximum', 'rate', 'power', 'ramp', 'cycle', 'core']",204.0,1690.0,1740.0,ML12027A131.txt,0.0,U,U
2455,457,"['fire', 'computer', 'alarm', 'turbine', 'control', 'valve', 'rhr', 'isolation', 'valves', 'accumulator', 'vent', 'valves', 'annunciators', 'csfst', 'trouble', 'alarm', 'radiation', 'alarm', 're', 'indication', 'during', 'lower', 'power', 'operations', 'saturation', 'curve', 'unacceptable', 'region', 'steam', 'generator', 'water', 'level', 'wide', 'rage', 'recorder', 'replacement', 'podium', 'in', 'control', 'room', 'has', 'gaitronics', 'extension', 'barton', 'rvlis', 'transmitter', 'to', 'rosemont', 'transmitter', 'replacement', 'unit', 'reactor', 'trip', 'data', 'evaluation', 'from', 'trip', 'ccw', 'tag', 'missing', 'heater', 'drain', 'tank', 'level', 'issue', 'thor', 'computer', 'abort', 'during', 'tdafw', 'accumulators', 'operating', 'band', 'changes', 'for', 'red', 'and', 'green', 'band', 'annunciator', 'does', 'not', 'flash', 'properly', 'srdc', 'lights', 'not', 'working', 'properly', 'miscellaneous', 'medical', 'records', 'remedial', 'training', 'packages', 'comprehensive', 'accredited', 'program', 'team', 'section', 'maintenance', 'effectiveness', 'condition', 'reports', 'procedures']",206.0,0.0,1136.0,ML12027A131.txt,0.0,U,N
2459,461,[],208.0,0.0,6.0,ML12027A131.txt,0.0,U,U
2460,462,[],210.0,0.0,6.0,ML12027A131.txt,0.0,U,U
2462,464,"['rcs', 'midloop', 'level', 'vacuum', 'refill']",212.0,207.0,254.0,ML12027A131.txt,0.0,U,U
2463,465,"['rcs', 'vacuum', 'refill']",212.0,254.0,288.0,ML12027A131.txt,0.0,U,U
2465,467,"['safety', 'grade', 'accumulator', 'vent', 'valve', 'upgrade', 'for', 'vegp', 'section', 'post', 'maintenance', 'testing', 'procedures']",212.0,359.0,479.0,ML12027A131.txt,0.0,U,U
2468,470,"['quarterly', 'inservice', 'valve', 'test', 'work', 'orders', 'mwo', 'motor', 'operator', 'return', 'inlet', 'mwo', 'motor', 'operator', 'exhaust', 'unit', 'operator', 'logs', 'for', 'mwo', 'snc', 'replace', 'fan', 'gearbox', 'unit', 'operator', 'logs', 'for', 'mwo', 'spray', 'suction', 'mov', 'stem', 'lubrication', 'unit', 'operator', 'logs', 'for', 'mwo', 'snc', 'feedback', 'potentiometer', 'replacement', 'for', 'mwo', 'snc', 'unit', 'nscw', 'pump', 'refurbishment', 'mwo', 'snc', 'unit', 'tdafw', 'valve', 'alternate', 'suction', 'to', 'condensate', 'storage', 'tank', 'will', 'not', 'close', 'from', 'mcr', 'handswitch', 'section', 'surveillance', 'testing', 'procedures']",212.0,600.0,1286.0,ML12027A131.txt,0.0,U,N
2470,472,"['rcs', 'leakage', 'calculation']",212.0,1341.0,1403.0,ML12027A131.txt,0.0,U,U
2473,475,"['diesel', 'generator', 'operability', 'test']",212.0,1563.0,1618.0,ML12027A131.txt,0.0,U,U
2478,480,"['electric', 'generating', 'plant', 'units', 'and', 'control', 'room', 'fire', 'alternate', 'shutdown', 'version', 'fire', 'protection']",216.0,0.0,173.0,ML12027A131.txt,0.0,U,U
2999,2,[],3.0,0.0,12.0,ML13182A476.txt,0.0,U,U
3002,5,"['dear', 'on', 'may', 'the', 'nuclear', 'regulatory', 'commission', 'completed', 'triennial', 'fire', 'protection', 'inspection', 'at', 'your', 'limerick', 'generating', 'units', 'and']",7.0,0.0,180.0,ML13182A476.txt,0.0,U,U
3020,23,[],17.0,0.0,1.0,ML13182A476.txt,0.0,U,U
3028,31,"['to', 'receive', 'copy', 'of', 'this', 'indicate', 'in', 'the', 'copy', 'without', 'copy', 'with', 'no', 'copy']",22.0,0.0,147.0,ML13182A476.txt,0.0,U,U
3034,37,"['official', 'record', 'copy']",34.0,0.0,20.0,ML13182A476.txt,0.0,U,U
3040,43,['enclosure'],40.0,0.0,11.0,ML13182A476.txt,0.0,U,U
3043,46,"['two', 'findings', 'of', 'very', 'low', 'significance', 'were']",42.0,268.0,322.0,ML13182A476.txt,0.0,U,U
3048,51,"['the', 'program', 'for', 'overseeing', 'the', 'safe', 'operation', 'of', 'commercial', 'nuclear', 'power', 'reactors', 'is', 'described', 'in', 'oversight', 'revision', 'dated', 'december']",42.0,832.0,1010.0,ML13182A476.txt,1.0,U,U
3054,57,"['the', 'finding', 'was', 'more', 'than', 'minor', 'because', 'it', 'negatively', 'affected', 'the', 'protection', 'against', 'external', 'factors', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'as', 'related', 'to', 'the', 'objective', 'of', 'ensuring', 'the', 'reliability', 'and', 'availability', 'of', 'the', 'essential', 'service', 'water', 'pumps', 'and', 'residual', 'heat', 'removal', 'service', 'water']",42.0,1562.0,1876.0,ML13182A476.txt,0.0,U,N
3059,62,"['as', 'exelon', 'failed', 'to', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",42.0,2693.0,2837.0,ML13182A476.txt,1.0,U,N
3061,64,"['this', 'finding', 'was', 'more', 'than', 'minor', 'because', 'it', 'was', 'associated', 'with', 'the', 'protection', 'against', 'external', 'factors', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'and', 'affected', 'the', 'ii', 'enclosure']",42.0,2988.0,3176.0,ML13182A476.txt,0.0,U,N
3064,67,"['the', 'team', 'determined', 'that', 'the', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'based', 'on', 'imc', 'appendix', 'protection', 'significance', 'determination', 'task', 'number', 'because', 'exelon', 'had', 'demonstrated', 'reasonable', 'expectation', 'of', 'functionality', 'for', 'these', 'switches', 'by', 'recently', 'testing', 'comparable']",44.0,415.0,733.0,ML13182A476.txt,1.0,U,N
3068,71,"['this', 'violation', 'and', 'corrective', 'action', 'tracking', 'number', 'are', 'listed', 'in', 'section', 'of', 'this']",44.0,1081.0,1176.0,ML13182A476.txt,0.0,U,U
3071,74,"['the', 'objective', 'of', 'the', 'inspection', 'was', 'to', 'assess', 'whether', 'exelon', 'generation', 'llc', 'has', 'implemented', 'an', 'adequate', 'fire', 'protection', 'program', 'and', 'that', 'safe', 'shutdown', 'capabilities', 'have', 'been', 'established', 'and', 'are', 'being', 'properly', 'maintained', 'at', 'the', 'limerick', 'generating']",48.0,190.0,464.0,ML13182A476.txt,0.0,U,N
3078,81,"['the', 'team', 'also', 'evaluated', 'six', 'mitigating', 'strategies', 'for', 'addressing', 'large', 'fires', 'and', 'explosions', 'as', 'required', 'by', 'operating', 'license', 'condition']",50.0,601.0,740.0,ML13182A476.txt,1.0,U,N
3079,82,"['for', 'unit', 'operating', 'license', 'condition']",50.0,740.0,789.0,ML13182A476.txt,1.0,U,U
3091,94,[],52.0,387.0,393.0,ML13182A476.txt,0.0,U,U
3092,95,"['passive', 'fire', 'protection', 'inspection', 'scope', 'the', 'team', 'walked', 'down', 'accessible', 'portions', 'of', 'the', 'selected', 'fire', 'areas', 'to', 'evaluate', 'whether', 'the', 'material', 'conditions', 'of', 'the', 'fire', 'area', 'boundaries', 'were', 'adequate', 'for', 'the', 'fire', 'hazards', 'in', 'the']",52.0,393.0,621.0,ML13182A476.txt,0.0,U,N
3106,109,"['the', 'team', 'evaluated', 'the', 'fire', 'pump', 'performance', 'tests', 'to', 'assess', 'the', 'adequacy', 'of', 'the', 'test', 'acceptance', 'criteria', 'for', 'pump', 'minimum', 'discharge', 'pressure', 'at', 'the', 'required', 'flow', 'to', 'verify', 'the', 'criteria', 'was', 'adequate', 'to', 'ensure', 'that', 'the', 'design', 'basis', 'and', 'hydraulic', 'analysis', 'requirements', 'were']",54.0,800.0,1088.0,ML13182A476.txt,1.0,U,N
3109,112,"['the', 'team', 'reviewed', 'initial', 'discharge', 'design', 'vendor', 'modifications', 'and', 'engineering', 'and', 'routine', 'functional', 'testing', 'for', 'the', 'halon', 'suppression', 'systems', 'for', 'the', 'areas']",54.0,1482.0,1703.0,ML13182A476.txt,1.0,U,N
3118,121,"['in', 'the', 'team', 'reviewed', 'limerick', 'generating', 'fire', 'brigade', 'equipment', 'inventory', 'and', 'inspection', 'procedure', 'and', 'recent', 'inspection', 'and', 'inventory', 'results', 'to', 'verify', 'adequate', 'equipment', 'was', 'and', 'any', 'potential', 'material', 'deficiencies', 'were']",56.0,21.0,284.0,ML13182A476.txt,0.0,U,N
3127,130,[],56.0,1400.0,1401.0,ML13182A476.txt,0.0,U,U
3129,132,"['establish', 'procedures', 'to']",56.0,1402.0,1427.0,ML13182A476.txt,0.0,U,U
3131,134,[],56.0,1428.0,1429.0,ML13182A476.txt,0.0,U,U
3134,137,[],56.0,1479.0,1480.0,ML13182A476.txt,0.0,U,U
3139,142,"['the', 'procedure', 'stated', 'that', 'the', 'haz', 'mat', 'vehicle', 'is', 'normally', 'parked', 'in', 'the', 'lower', 'parking', 'and', 'in', 'the', 'event', 'that', 'it', 'is', 'not', 'three', 'phone', 'extensions', 'were', 'provided', 'for', 'assistance', 'in', 'locating', 'the']",56.0,1981.0,2187.0,ML13182A476.txt,0.0,U,N
3143,146,"['the', 'team', 'also', 'noted', 'the', 'spray', 'pond', 'pump', 'house', 'has', 'high', 'risk', 'significance', 'since', 'it', 'provides', 'the', 'cooling', 'from', 'the', 'ultimate', 'heat', 'sink', 'for', 'both']",56.0,2740.0,2886.0,ML13182A476.txt,0.0,U,N
3146,149,"['the', 'team', 'walked', 'down', 'the', 'spray', 'pond', 'pump', 'house', 'and', 'verified', 'the', 'very', 'low', 'fire', 'proper', 'transient', 'combustible', 'and', 'adequate', 'material', 'condition', 'of', 'fire', 'barriers', 'and', 'fire', 'detection']",56.0,3115.0,3317.0,ML13182A476.txt,0.0,U,N
3151,154,"['exelon', 'also', 'revised', 'inspection', 'of', 'fire', 'brigade', 'to', 'perform', 'future', 'periodic', 'verifications', 'that', 'the', 'vehicles', 'remain', 'available', 'and', 'appropriate', 'for', 'fire', 'brigade']",58.0,406.0,591.0,ML13182A476.txt,0.0,U,U
3156,159,"['the', 'replacement', 'of', 'the', 'haz', 'mat', 'vehicle', 'occurred', 'more', 'than', 'three', 'years']",58.0,1732.0,1806.0,ML13182A476.txt,0.0,U,U
3161,164,[],58.0,2261.0,2262.0,ML13182A476.txt,0.0,U,U
3164,167,[],58.0,2288.0,2289.0,ML13182A476.txt,0.0,U,U
3167,170,[],58.0,2339.0,2340.0,ML13182A476.txt,0.0,U,U
3177,180,"['fire', 'in', 'one', 'of', 'the', 'selected', 'fire', 'areas', 'would', 'not', 'release', 'or', 'hot', 'gases', 'that', 'could', 'cause', 'unintended', 'activation', 'of', 'suppression', 'systems', 'in', 'adjacent', 'fire', 'areas', 'which', 'could', 'potentially', 'damage', 'all', 'redundant', 'safe', 'shutdown', 'or', 'fire', 'suppression', 'system', 'inadvertent', 'or', 'actuation', 'due', 'to', 'in', 'one', 'of', 'the', 'selected', 'fire', 'could', 'not', 'directly', 'damage', 'all', 'redundant', 'trains', 'sprinkler', 'caused', 'flooding', 'of', 'other', 'than', 'the', 'locally', 'affected', 'and', 'adequate', 'drainage', 'was', 'provided', 'in', 'areas', 'protected', 'by', 'water', 'suppression']",62.0,624.0,1191.0,ML13182A476.txt,0.0,U,N
3180,183,"['safe', 'shutdown', 'capability', 'normal', 'and', 'alternative', 'inspection', 'scope', 'the', 'team', 'reviewed', 'the', 'safe', 'shutdown', 'operating', 'piping', 'and', 'instrumentation', 'electrical', 'the', 'ufsar', 'and', 'other', 'supporting', 'documents', 'for', 'the', 'selected', 'fire', 'areas', 'to', 'verify', 'that', 'the', 'exelon', 'had', 'properly', 'identified', 'the', 'systems', 'and', 'components', 'necessary', 'to', 'achieve', 'and', 'maintain', 'safe', 'shutdown']",68.0,0.0,408.0,ML13182A476.txt,0.0,U,N
3185,188,"['the', 'team', 'verified', 'that', 'the', 'training', 'program', 'for', 'licensed', 'and', 'operators', 'included', 'alternative', 'shutdown']",68.0,1017.0,1142.0,ML13182A476.txt,0.0,U,U
3194,197,"['findings', 'no', 'findings', 'were']",72.0,493.0,530.0,ML13182A476.txt,0.0,U,U
3195,198,[],72.0,530.0,536.0,ML13182A476.txt,0.0,U,U
3200,203,"['the', 'team', 'also', 'reviewed', 'cable', 'raceway', 'drawings', 'cable', 'routing', 'databases', 'for', 'sample', 'of', 'components', 'required', 'for', 'safe', 'shutdown', 'to', 'verify', 'that', 'cables', 'were', 'routed', 'as', 'described', 'in', 'the']",72.0,1427.0,1645.0,ML13182A476.txt,0.0,U,N
3211,214,"['states', 'protection', 'features', 'should', 'be', 'provided', 'limiting', 'fire', 'damage', 'so', 'one', 'train', 'of', 'system', 'necessary', 'to', 'achieve', 'and', 'maintain', 'hot', 'shutdown', 'conditions', 'from', 'either', 'control', 'room', 'or', 'emergency', 'control', 'is', 'free', 'of', 'fire']",78.0,1000.0,1256.0,ML13182A476.txt,1.0,U,N
3212,215,"['for', 'certain', 'fire', 'exelon', 'credits', 'switches', 'at', 'the', 'safeguard', 'buses', 'to', 'ensure', 'one', 'safe', 'shutdown', 'train', 'remains', 'free', 'of', 'fire']",78.0,1256.0,1416.0,ML13182A476.txt,0.0,U,N
3215,218,"['the', 'team', 'requested', 'the', 'maintenance', 'history', 'for', 'switch', 'at', 'the', 'breaker', 'in', 'which', 'provides', 'power', 'to', 'the', 'safeguard', 'load']",78.0,1742.0,1910.0,ML13182A476.txt,0.0,U,N
3226,229,"['in', 'response', 'to', 'this', 'exelon', 'generated', 'ir', 'and', 'initiated', 'actions', 'to', 'evaluate', 'the', 'switches', 'and', 'implement', 'appropriate', 'maintenance']",80.0,1241.0,1392.0,ML13182A476.txt,1.0,U,N
3228,231,"['the', 'inspectors', 'reviewed', 'initial', 'extent', 'of', 'condition', 'and', 'functionality', 'determination', 'and', 'agreed', 'with', 'the']",80.0,1647.0,1772.0,ML13182A476.txt,0.0,U,U
3230,233,"['exelon', 'failed', 'to', 'meet', 'the', 'requirements', 'of', 'its', 'preventive', 'maintenance', 'program', 'as', 'documented', 'in', 'procedure']",80.0,1983.0,2110.0,ML13182A476.txt,0.0,N,N
3232,235,"['by', 'failing', 'to', 'establish', 'preventive', 'maintenance', 'strategy', 'for', 'fire', 'safe', 'shutdown', 'exelon', 'did', 'not', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",80.0,2462.0,2715.0,ML13182A476.txt,1.0,N,N
3245,248,[],84.0,1084.0,1086.0,ML13182A476.txt,0.0,U,U
3251,254,[],84.0,1856.0,1858.0,ML13182A476.txt,0.0,U,U
3259,262,"['compensatory', 'measures', 'inspection', 'scope', 'the', 'team', 'verified', 'that', 'compensatory', 'measures', 'were', 'in', 'place', 'for', 'degraded', 'or', 'inoperable', 'fire', 'protection', 'and', 'safe', 'shutdown', 'or', 'features', 'detection', 'and', 'suppression', 'systems', 'and', 'passive', 'fire', 'or', 'valves', 'or', 'electrical', 'devices', 'providing', 'safe', 'shutdown', 'functions', 'or']",88.0,554.0,947.0,ML13182A476.txt,1.0,U,N
3263,266,[],88.0,1250.0,1256.0,ML13182A476.txt,0.0,U,U
3278,281,"['the', 'review', 'detailed', 'assessment', 'of', 'the', 'procedural', 'walkdown', 'of', 'the', 'strategy', 'with', 'trained', 'operators', 'to', 'assess', 'the', 'feasibility', 'of', 'the', 'strategy', 'and', 'operator', 'maintenance', 'and', 'surveillance', 'testing', 'of', 'all', 'designated', 'strategy', 'and', 'an', 'inventory', 'check', 'of', 'strategy', 'equipment', 'to', 'ensure', 'the', 'appropriateness', 'of', 'equipment', 'storage', 'and']",94.0,0.0,384.0,ML13182A476.txt,0.0,U,N
3283,286,[],96.0,0.0,6.0,ML13182A476.txt,0.0,U,U
3284,287,"['other', 'activities']",96.0,6.0,27.0,ML13182A476.txt,0.0,U,U
3290,293,"['the', 'edg', 'is', 'credited', 'for', 'fire', 'safe', 'shutdown', 'in', 'area']",98.0,921.0,987.0,ML13182A476.txt,0.0,U,U
3294,297,"['the', 'inspectors', 'did', 'not', 'identify', 'any', 'other', 'issues', 'during', 'the', 'review', 'of', 'the']",98.0,1232.0,1310.0,ML13182A476.txt,0.0,U,N
3299,302,['enclosure'],100.0,0.0,9.0,ML13182A476.txt,0.0,U,U
3301,304,"['for', 'limerick', 'generating', 'station', 'unit', 'and', 'unit', 'states', 'nuclear', 'shall', 'implement', 'and', 'maintain', 'in', 'effect', 'all', 'provisions', 'of', 'the', 'approved', 'fire', 'protection', 'program', 'as', 'described', 'in', 'the']",102.0,27.0,231.0,ML13182A476.txt,1.0,U,N
3306,309,"['contrary', 'to', 'the', 'until', 'november', 'the', 'output', 'breaker', 'control', 'circuit', 'would', 'potentially', 'be', 'damaged', 'by', 'fire', 'in', 'area', 'and', 'the', 'output', 'breaker', 'was', 'credited', 'for', 'safe', 'shutdown', 'in', 'area']",102.0,423.0,630.0,ML13182A476.txt,0.0,U,N
3309,312,"['the', 'team', 'determined', 'that', 'the', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'based', 'on', 'imc', 'appendix', 'protection', 'significance', 'determination', 'process', 'phase', 'task', 'number', 'because', 'the', 'cable', 'was', 'routed', 'in', 'conduit', 'predominately', 'through', 'transient', 'combustible', 'free']",102.0,1028.0,1334.0,ML13182A476.txt,1.0,U,N
3310,313,"['the', 'cable', 'was', 'not', 'routed', 'near', 'credible', 'fire', 'ignition', 'source', 'in', 'the', 'fire']",102.0,1334.0,1427.0,ML13182A476.txt,0.0,U,U
3312,315,['enclosure'],106.0,0.0,9.0,ML13182A476.txt,0.0,U,U
3315,318,"['list', 'of', 'documents', 'reviewed', 'fire', 'protection', 'licensing', 'documents', 'technical', 'requirements', 'unit']",112.0,0.0,111.0,ML13182A476.txt,0.0,U,U
3318,321,['supplement'],112.0,241.0,274.0,ML13182A476.txt,0.0,U,U
3337,340,"['fire', 'protection', 'hydraulic']",112.0,1966.0,2020.0,ML13182A476.txt,0.0,U,U
3348,351,"['fire', 'marshal']",114.0,1174.0,1216.0,ML13182A476.txt,0.0,U,U
3352,355,"['fire', 'brigade']",114.0,1354.0,1403.0,ML13182A476.txt,0.0,U,U
3366,369,"['fire', 'area', 'fire']",114.0,2191.0,2238.0,ML13182A476.txt,0.0,U,U
3373,376,"['spray', 'pond', 'pump']",116.0,0.0,52.0,ML13182A476.txt,0.0,U,U
3377,380,"['protected', 'depressurization', 'control', 'term']",116.0,172.0,245.0,ML13182A476.txt,0.0,U,U
3392,395,"['completed', 'fire', 'system', 'completed', 'fire', 'system', 'completed', 'inspection', 'of', 'safe', 'shutdown', 'completed', 'february', 'backup', 'diesel', 'driven', 'fire', 'pump', 'flow']",116.0,1709.0,2056.0,ML13182A476.txt,0.0,U,U
3399,402,"['completed', 'fire', 'safe', 'shutdown', 'emergency', 'lighting', 'unit', 'operability']",120.0,100.0,216.0,ML13182A476.txt,0.0,U,U
3405,408,"['completed', 'fire', 'detection', 'instrumentation', 'channel', 'functional', 'fa']",120.0,897.0,1002.0,ML13182A476.txt,0.0,U,U
3412,415,"['completed', 'fire', 'detection', 'instrumentation', 'channel', 'functional', 'test', 'supervisory', 'circuit', 'operability', 'zones']",120.0,1773.0,1936.0,ML13182A476.txt,0.0,U,U
3415,418,"['completed', 'remote', 'shutdown', 'system', 'division', 'rhr', 'operability', 'completed', 'remote', 'shutdown', 'panel', 'room', 'halon', 'system', 'main', 'cylinder']",120.0,2254.0,2451.0,ML13182A476.txt,0.0,U,U
3417,420,"['completed', 'unit', 'main', 'bank', 'halon', 'system']",120.0,2533.0,2615.0,ML13182A476.txt,0.0,U,U
3422,425,"['completed', 'underground', 'fire', 'main', 'flow']",120.0,3045.0,3118.0,ML13182A476.txt,0.0,U,U
3431,434,"['hour', 'darmatt', 'barrier']",122.0,1737.0,1795.0,ML13182A476.txt,0.0,U,U
3434,437,"['penetration', 'seal']",122.0,2018.0,2079.0,ML13182A476.txt,0.0,U,U
3447,450,[],124.0,254.0,286.0,ML13182A476.txt,0.0,U,U
3449,452,[],124.0,318.0,350.0,ML13182A476.txt,0.0,U,U
3457,460,"['water', 'floor', 'plan']",124.0,624.0,676.0,ML13182A476.txt,0.0,U,U
3459,462,[],124.0,697.0,710.0,ML13182A476.txt,0.0,U,U
3472,475,"['rhr', 'pp', 'full', 'flow', 'test', 'return']",124.0,1108.0,1166.0,ML13182A476.txt,0.0,U,U
3474,477,"['rhr', 'supp', 'pool', 'spray', 'line']",124.0,1188.0,1243.0,ML13182A476.txt,0.0,U,U
3475,478,[],124.0,1243.0,1265.0,ML13182A476.txt,0.0,U,U
3476,479,"['elementary', 'diagram']",124.0,1265.0,1306.0,ML13182A476.txt,0.0,U,U
3480,483,"['single', 'line', 'meter', 'relay', 'diagram', 'kv', 'safeguard', 'power', 'system', 'unit']",124.0,1371.0,1448.0,ML13182A476.txt,0.0,U,U
3482,485,"['single', 'line', 'meter', 'relay', 'diagram', 'kv', 'safeguard', 'power', 'system', 'unit']",124.0,1461.0,1538.0,ML13182A476.txt,0.0,U,U
3485,488,['xfmr'],124.0,1587.0,1622.0,ML13182A476.txt,0.0,U,U
3491,494,[],124.0,1834.0,1846.0,ML13182A476.txt,0.0,U,U
3508,511,"['nsss', 'systems', 'miscellaneous', 'instrumentation']",124.0,2436.0,2501.0,ML13182A476.txt,0.0,U,U
3516,519,"['diesel', 'generator', 'enclosure']",124.0,2730.0,2773.0,ML13182A476.txt,0.0,U,U
3522,525,"['elementary', 'diagram', 'residual', 'heat', 'removal']",124.0,2972.0,3028.0,ML13182A476.txt,0.0,U,U
3523,526,[],124.0,3028.0,3055.0,ML13182A476.txt,0.0,U,U
3525,528,[],124.0,3111.0,3138.0,ML13182A476.txt,0.0,U,U
3527,530,[],124.0,3194.0,3221.0,ML13182A476.txt,0.0,U,U
3528,531,"['elementary', 'diagram', 'residual', 'heat', 'removal']",124.0,3221.0,3277.0,ML13182A476.txt,0.0,U,U
3533,536,[],124.0,3409.0,3436.0,ML13182A476.txt,0.0,U,U
3541,544,[],126.0,125.0,139.0,ML13182A476.txt,0.0,U,U
3544,547,[],126.0,195.0,208.0,ML13182A476.txt,0.0,U,U
3551,554,"['emergency', 'service']",126.0,401.0,433.0,ML13182A476.txt,0.0,U,U
3555,558,"['fire', 'unit', 'unit', 'and']",126.0,513.0,564.0,ML13182A476.txt,0.0,U,U
3559,562,"['fire', 'unit']",126.0,652.0,684.0,ML13182A476.txt,0.0,U,U
3567,570,"['nuclear', 'boiler', 'vessel']",126.0,918.0,964.0,ML13182A476.txt,0.0,U,U
3568,571,[],126.0,964.0,982.0,ML13182A476.txt,0.0,U,U
3585,588,"['diesel', 'generator', 'and', 'fuel', 'oil', 'rooms']",126.0,1750.0,1834.0,ML13182A476.txt,0.0,U,U
3593,596,"['start', 'esw', 'pump', 'from', 'switchgear', 'for']",128.0,1116.0,1181.0,ML13182A476.txt,0.0,U,U
3594,597,"['fire', 'protection']",128.0,1181.0,1223.0,ML13182A476.txt,0.0,U,U
3599,602,"['initiate', 'reactor', 'scram', 'and', 'msiv', 'closure', 'for', 'remote']",128.0,1492.0,1572.0,ML13182A476.txt,0.0,U,U
3604,607,"['start', 'rhrsw', 'from', 'the', 'open', 'ads', 'nitrogen', 'gas', 'bottle', 'pressure', 'to', 'operate']",128.0,1855.0,2000.0,ML13182A476.txt,0.0,U,U
3612,615,"['determination', 'of', 'equipment', 'availability', 'for', 'fire', 'safe']",130.0,339.0,421.0,ML13182A476.txt,0.0,U,U
3618,621,"['rhr', 'pump', 'heat', 'prep', 'hpci', 'pump']",130.0,821.0,958.0,ML13182A476.txt,0.0,U,U
3620,623,"['lgs', 'fire', 'pra', 'plant', 'partitioning', 'and', 'fire', 'ignition', 'frequency']",130.0,1774.0,1865.0,ML13182A476.txt,0.0,U,U
