,class,end_pos,file,line,start_pos,text,type,Y,Predicted_Values
5140,U,525,ML11244A041.txt,53,428.0,"['modifications', 'completed', 'for', 'the', 'epu', 'resulted', 'in', 'many', 'safety', 'systems', 'changing', 'their', 'risk']",0.0,U,N
5141,U,663,ML11244A041.txt,53,525.0,"['most', 'the', 'addition', 'of', 'new', 'auxiliary', 'feedwater', 'pumps', 'significantly', 'reduced', 'the', 'risk', 'ranking', 'of', 'the', 'afw', 'system', 'and']",0.0,U,U
5150,O,2045,ML11244A041.txt,53,1822.0,"['integrated', 'inspection', 'report', 'included', 'an', 'ncv', 'for', 'failure', 'to', 'perform', 'an', 'operability', 'determination', 'in', 'accordance', 'with', 'procedure', 'when', 'leak', 'on', 'the', 'secondary', 'side', 'of', 'the', 'steam', 'generator', 'was', 'identified', 'in', 'late']",1.0,N,N
5153,O,2566,ML11244A041.txt,53,2487.0,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'pitting', 'and', 'corrosion', 'of', 'sw']",1.0,N,U
5154,U,2622,ML11244A041.txt,53,2566.0,"['it', 'was', 'not', 'known', 'why', 'operations', 'addressed', 'the', 'eh']",0.0,U,U
5155,U,2867,ML11244A041.txt,53,2622.0,"['ar', 'helb', 'door', 'held', 'open', 'the', 'operability', 'section', 'stated', 'that', 'per', 'the', 'sta', 'technical', 'walkdown', 'the', 'door', 'is', 'functional', 'as', 'helb', 'energy', 'line', 'and', 'fire', 'door', 'from', 'both', 'the', 'auxiliary', 'building', 'and', 'the', 'fan']",0.0,U,U
5156,P,3003,ML11244A041.txt,53,2867.0,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'door', 'being', 'held', 'which', 'impacted', 'the', 'operability', 'of', 'the', 'door', 'as', 'helb', 'and', 'fire']",1.0,N,N
5159,U,3285,ML11244A041.txt,53,3184.0,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'degraded', 'or', 'condition', 'of', 'the', 'ground']",0.0,U,N
5166,U,319,ML11244A041.txt,61,242.0,"['the', 'system', 'is', 'operable', 'and', 'capable', 'of', 'satisfying', 'its', 'safety']",0.0,U,U
5168,U,568,ML11244A041.txt,61,429.0,"['ar', 'afw', 'pump', 'room', 'drain', 'plugged', 'the', 'operability', 'section', 'tech', 'or', 'trm', 'threshold']",0.0,U,U
5170,P,709,ML11244A041.txt,61,588.0,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'operability', 'of', 'the', 'afw', 'pumps', 'due', 'to', 'internal', 'flooding', 'from', 'the', 'clogged']",1.0,N,N
5172,U,1,ML11244A041.txt,63,0.0,[],0.0,U,U
5176,U,516,ML11244A041.txt,65,373.0,"['in', 'one', 'water', 'seals', 'were', 'missing', 'on', 'the', 'electrical', 'conduit', 'entering', 'the', 'electrical', 'panel', 'for', 'the', 'and', 'emergency', 'diesel']",0.0,U,N
5178,U,794,ML11244A041.txt,65,631.0,"['the', 'fsar', 'credited', 'the', 'seals', 'for', 'flood', 'while', 'the', 'engineering', 'walkdown', 'for', 'the', 'tar', 'concluded', 'the', 'flooding', 'scenario', 'discussed', 'in', 'the', 'fsar', 'would', 'not']",0.0,U,N
5188,U,2237,ML11244A041.txt,65,2135.0,"['the', 'inspectors', 'reviewed', 'the', 'cap', 'and', 'noted', 'weaknesses', 'in', 'implementation', 'of', 'interim']",0.0,U,U
5193,U,291,ML11244A041.txt,67,165.0,"['the', 'most', 'significant', 'example', 'of', 'where', 'better', 'interim', 'actions', 'could', 'have', 'precluded', 'more', 'significant', 'issue', 'is', 'described']",0.0,U,N
5195,U,568,ML11244A041.txt,67,444.0,"['several', 'interim', 'corrective', 'actions', 'were', 'established', 'for', 'the', 'operations', 'department', 'while', 'the', 'causal', 'evaluation', 'was']",0.0,U,N
5197,U,786,ML11244A041.txt,67,711.0,"['this', 'occurrence', 'resulted', 'in', 'licensee', 'event', 'report', 'and', 'several']",0.0,U,N
5198,U,878,ML11244A041.txt,67,786.0,"['more', 'widespread', 'interim', 'corrective', 'actions', 'could', 'have', 'prevented', 'the', 'control', 'room', 'door']",0.0,U,N
5201,U,1214,ML11244A041.txt,67,1142.0,"['corrective', 'actions', 'were', 'generally', 'appropriate', 'for', 'the', 'identified']",0.0,U,U
5203,U,1346,ML11244A041.txt,67,1247.0,"['ar', 'incorrect', 'noun', 'name', 'on', 'instrument', 'was', 'initiated', 'on', 'june', 'by']",0.0,U,U
5204,U,1524,ML11244A041.txt,67,1346.0,"['the', 'ar', 'discusses', 'afw', 'pump', 'instrumentation', 'on', 'the', 'main', 'control', 'room', 'board', 'still', 'labeled', 'afw', 'instead', 'of', 'its', 'new', 'system', 'description', 'as', 'the', 'steam', 'generator']",0.0,U,N
5205,O,1670,ML11244A041.txt,67,1524.0,"['the', 'ar', 'actions', 'did', 'not', 'try', 'to', 'determine', 'why', 'the', 'labels', 'were', 'not', 'corrected', 'as', 'part', 'of', 'the', 'recent', 'modification', 'or', 'determine', 'the', 'extent', 'of']",1.0,N,N
5206,U,1744,ML11244A041.txt,67,1670.0,"['it', 'assigned', 'actions', 'to', 'fix', 'the', 'labels', 'with', 'due', 'data', 'in']",0.0,U,U
5210,U,2351,ML11244A041.txt,67,2224.0,"['the', 'inspectors', 'noted', 'that', 'the', 'licensee', 'has', 'many', 'instances', 'where', 'corrective', 'actions', 'were', 'closed']",0.0,U,U
5215,U,3147,ML11244A041.txt,67,2979.0,"['the', 'smears', 'were', 'there', 'because', 'they', 'had', 'been', 'used', 'in', 'the', 'isolo', 'which', 'was', 'considered', 'by', 'the', 'individual', 'inappropriate', 'for', 'this', 'high', 'level', 'of']",0.0,U,N
5217,U,100,ML11244A041.txt,69,0.0,"['prevent', 'radiation', 'protection', 'personnel', 'from', 'using', 'the', 'isolo', 'for', 'that', 'high', 'contamination']",0.0,U,U
5219,U,279,ML11244A041.txt,69,213.0,"['the', 'ar', 'initiator', 'was', 'not', 'consulted', 'or', 'satisfied', 'with', 'this']",0.0,U,U
5224,U,787,ML11244A041.txt,69,636.0,"['assessment', 'of', 'the', 'use', 'of', 'operating', 'experience', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'implementation', 'of', 'the', 'oe']",0.0,U,U
5225,U,969,ML11244A041.txt,69,787.0,"['the', 'inspectors', 'reviewed', 'oe', 'program', 'implementing', 'observed', 'meetings', 'for', 'the', 'use', 'of', 'oe', 'and', 'reviewed', 'completed', 'evaluations', 'of', 'oe', 'issues', 'and']",0.0,U,U
5228,U,1550,ML11244A041.txt,69,1548.0,[],0.0,U,U
5231,U,1874,ML11244A041.txt,69,1709.0,"['industry', 'oe', 'was', 'effectively', 'disseminated', 'across', 'the', 'various', 'plant', 'departments', 'and', 'no', 'issues', 'were', 'identified', 'during', 'the', 'review', 'of', 'licensee', 'oe']",0.0,U,U
5233,U,2359,ML11244A041.txt,69,2102.0,"['the', 'inspectors', 'reviewed', 'the', 'corrective', 'actions', 'related', 'to', 'ncv', 'to', 'submit', 'ler', 'related', 'to', 'breach', 'of', 'helb', 'including', 'the', 'root', 'cause', 'evaluation', 'potential', 'ncv', 'on', 'failure', 'to', 'submit', 'ler', 'on', 'helb']",0.0,U,N
5236,U,2802,ML11244A041.txt,69,2672.0,"['the', 'inspectors', 'considered', 'this', 'missed', 'opportunity', 'to', 'use', 'operating', 'experience', 'from', 'the', 'same', 'timeframe', 'as', 'the', 'initial', 'enclosure']",0.0,U,U
5239,U,134,ML11244A041.txt,71,94.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
5242,U,638,ML11244A041.txt,71,434.0,"['the', 'inspectors', 'reviewed', 'recent', 'of', 'the', 'all', 'from', 'operations', 'and', 'emergency', 'and', 'assessments', 'of', 'bechtel', 'engineering', 'and', 'maintenance', 'and', 'audits', 'conducted', 'by']",0.0,U,U
5243,U,640,ML11244A041.txt,71,638.0,[],0.0,U,U
5247,U,1316,ML11244A041.txt,71,1089.0,"['nos', 'assessments', 'and', 'observations', 'were', 'found', 'to', 'be', 'thorough', 'and', 'challenging', 'as', 'evidenced', 'by', 'conclusions', 'and', 'insights', 'related', 'to', 'reviews', 'performed', 'on', 'bechtel', 'work', 'practices', 'and', 'programs', 'discussed', 'in', 'other', 'sections', 'of', 'this']",0.0,U,U
5250,U,1413,ML11244A041.txt,71,1408.0,[],0.0,U,U
5254,U,2013,ML11244A041.txt,71,2011.0,[],0.0,U,U
5256,U,2199,ML11244A041.txt,71,2188.0,['enclosure'],0.0,U,U
5258,U,241,ML11244A041.txt,73,159.0,"['all', 'personnel', 'expressed', 'strong', 'willingness', 'to', 'raise', 'safety', 'without']",0.0,U,N
5265,U,1408,ML11244A041.txt,73,1300.0,"['on', 'the', 'safety', 'culture', 'assessments', 'in', 'their', 'specific', 'departments', 'or', 'actions', 'to', 'address', 'department']",0.0,U,N
5266,O,1508,ML11244A041.txt,73,1408.0,"['most', 'individuals', 'were', 'not', 'aware', 'of', 'the', 'actions', 'or', 'results', 'of', 'the']",1.0,N,U
5268,U,1927,ML11244A041.txt,73,1730.0,"['the', 'nrc', 'team', 'noted', 'that', 'additional', 'feedback', 'to', 'plant', 'personnel', 'on', 'safety', 'culture', 'efforts', 'and', 'including', 'department', 'results', 'and', 'corrective', 'may', 'enhance', 'the', 'effectiveness', 'of', 'the']",0.0,U,N
5269,O/T,2123,ML11244A041.txt,73,1927.0,"['the', 'inspectors', 'noted', 'that', 'one', 'of', 'the', 'weaknesses', 'identified', 'in', 'the', 'above', 'assessments', 'was', 'communications', 'around', 'processes', 'and', 'more', 'effectively', 'sharing', 'information', 'with', 'the']",1.0,N,U
5271,U,2413,ML11244A041.txt,73,2309.0,"['more', 'written', 'communications', 'and', 'video', 'messages', 'by', 'the', 'plant', 'manager', 'on', 'plant', 'issues', 'were']",0.0,U,U
5273,U,2926,ML11244A041.txt,73,2770.0,"['in', 'response', 'to', 'the', 'point', 'beach', 'newsflash', 'was', 'issued', 'on', 'july', 'describing', 'the', 'steam', 'generator', 'leakage', 'and', 'operating']",0.0,U,N
5277,U,3411,ML11244A041.txt,73,3315.0,"['some', 'of', 'these', 'issues', 'were', 'put', 'into', 'the', 'cap', 'and', 'resolved', 'as', 'procedure', 'interpretation']",0.0,U,U
5281,U,234,ML11244A041.txt,75,153.0,"['the', 'inspectors', 'determined', 'that', 'the', 'ecp', 'process', 'was', 'being', 'effectively']",0.0,U,U
5282,U,389,ML11244A041.txt,75,234.0,"['the', 'program', 'was', 'included', 'in', 'site', 'access', 'training', 'and', 'most', 'personnel', 'remembered', 'the', 'site', 'ecp', 'manager', 'discussing', 'the', 'program', 'at', 'divisional', 'or', 'plant']",0.0,U,U
5283,U,458,ML11244A041.txt,75,389.0,"['all', 'personnel', 'stated', 'they', 'would', 'know', 'how', 'to', 'use', 'the', 'system', 'if']",0.0,U,N
5284,U,632,ML11244A041.txt,75,458.0,"['the', 'inspectors', 'noted', 'through', 'review', 'of', 'ecp', 'cases', 'that', 'the', 'licensee', 'had', 'appropriately', 'investigated', 'and', 'taken', 'constructive', 'actions', 'to', 'address', 'potential', 'safety', 'culture']",0.0,U,U
5285,U,835,ML11244A041.txt,75,632.0,"['the', 'team', 'assessed', 'whether', 'the', 'characteristics', 'and', 'attitudes', 'as', 'an', 'overriding', 'that', 'nuclear', 'plant', 'safety', 'issues', 'received', 'the', 'attention', 'warranted', 'by', 'their']",0.0,U,U
5288,U,1214,ML11244A041.txt,75,1021.0,"['the', 'inspectors', 'did', 'note', 'that', 'significant', 'number', 'of', 'issues', 'with', 'safety', 'culture', 'aspects', 'were', 'contained', 'in', 'the', 'ecp', 'and', 'other', 'sources', 'of']",0.0,U,N
5289,U,1462,ML11244A041.txt,75,1214.0,"['organizational', 'decisions', 'and', 'actions', 'at', 'all', 'levels', 'of', 'the', 'organization', 'should', 'emphasize', 'that', 'and', 'schedule', 'goals', 'were', 'and', 'implemented', 'in', 'manner', 'that', 'reinforced', 'the', 'importance', 'of', 'nuclear']",0.0,U,U
5290,U,1502,ML11244A041.txt,75,1462.0,"['findings', 'no', 'findings', 'were']",0.0,U,U
5292,U,1731,ML11244A041.txt,75,1667.0,"['refer', 'to', 'specific', 'sections', 'of', 'the', 'report', 'for', 'additional']",0.0,U,U
5294,U,218,ML11244A041.txt,77,171.0,"['the', 'licensee', 'acknowledged', 'the', 'issues']",0.0,U,U
5295,U,288,ML11244A041.txt,77,218.0,"['the', 'inspectors', 'confirmed', 'that', 'they', 'returned', 'any', 'proprietary']",0.0,U,U
5298,U,9,ML11244A041.txt,81,0.0,['enclosure'],0.0,U,U
5300,U,1007,ML11244A041.txt,83,302.0,"['pierce', 'site', 'regulatory', 'affairs', 'manager', 'regulatory', 'affairs', 'supervisor', 'performance', 'improvement', 'manager', 'radiation', 'protection', 'manager', 'operations', 'manager', 'nuclear', 'employee', 'concerns', 'program', 'plant', 'manager', 'performance', 'improvement', 'supervisor', 'performance', 'improvement', 'performance', 'improvement', 'regulatory', 'affairs', 'maintenance', 'programs', 'department', 'supervisor', 'nuclear', 'oversight', 'manager', 'design', 'engineering', 'manager', 'mechanical', 'maintenance', 'manager', 'online', 'scheduling', 'manager', 'systems', 'engineering', 'systems', 'supervisor', 'heat', 'exchanger', 'testing', 'engineer', 'systems', 'engineering', 'supervisor', 'engineering', 'performance', 'improvement', 'manager', 'operations', 'support', 'manager', 'chemistry', 'manager']",0.0,U,U
5301,U,173,ML11244A041.txt,85,0.0,"['nuclear', 'regulatory', 'commission', 'branch', 'division', 'of', 'reactor', 'projects', 'senior', 'resident', 'inspector', 'list', 'of', 'items', 'closed', 'and', 'discussed', 'none']",0.0,U,U
5302,U,1,ML11244A041.txt,87,0.0,[],0.0,U,U
5303,U,10,ML11244A041.txt,89,0.0,['attachment'],0.0,U,U
5304,U,96,ML11244A041.txt,91,0.0,"['list', 'of', 'documents', 'reviewed', 'the', 'following', 'is', 'list', 'of', 'documents', 'reviewed', 'during', 'the']",0.0,U,U
5309,U,260,ML11244A041.txt,95,0.0,"['np', 'np', 'np', 'np', 'np', 'np', 'om', 'om', 'om', 'om', 'op', 'rmp', 'rmp']",0.0,U,U
5314,U,2686,ML11244A041.txt,105,0.0,"['ars', 'reviewed', 'number', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ace', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'description', 'or', 'title', 'south', 'sw', 'header', 'removed', 'from', 'service', 'in', 'accordance', 'with', 'ace', 'assignment', 'valve', 'stem', 'of', 'manual', 'isolation', 'valve', 'sfp', 'pump', 'manual', 'discharge', 'isolation', 'ace', 'assignment', 'revision', 'adequacy', 'of', 'documentation', 'for', 'evaluating', 'seismic', 'with', 'regard', 'to', 'unit', 'and', 'unit', 'containment', 'sump', 'ace', 'assignment', 'potential', 'with', 'np', 'ace', 'assignment', 'revision', 'inadequate', 'evaluation', 'of', 'westinghouse', 'nsal', 'increasing', 'inboard', 'bearing', 'oil', 'leakage', 'on', 'failed', 'to', 'fully', 'stroke', 'from', 'the', 'control', 'room', 'reactor', 'vessel', 'level', 'calibration', 'at', 'level', 'bechtel', 'corrective', 'action', 'program', 'is', 'not', 'being', 'effectively', 'used', 'inadequate', 'implementation', 'of', 'bechtel', 'qa', 'program', 'steam', 'pressure', 'dynamics', 'out', 'of', 'tolerance', 'trend', 'cap', 'of', 'foreign', 'material', 'in', 'unit', 'rcs', 'unavailability', 'limit', 'exceeded', 'unexpected', 'control', 'room', 'revision', 'failure', 'to', 'obtain', 'sro', 'approval', 'prior', 'to', 'start', 'of', 'work', 'calculated', 'short', 'circuit', 'currents', 'exceed', 'equipment', 'ratings', 'panel', 'short', 'circuit', 'currents', 'exceed', 'panel', 'rating', 'ccw', 'pump', 'excessive', 'oil', 'leakage', 'oic', 'fault', 'on', 'vfd', 'when', 'starting', 'pump', 'increased', 'cc', 'pump', 'oil', 'leakage', 're', 'drip', 'pan', 'corrosion', 'process', 'and', 'controls', 'for', 'sw', 'header', 'isolation', 'work', 'rms', 'area', 'monitor', 'local', 'readouts', 'added', 'oil', 'to', 'edg', 'tripped', 'on', 'reverse', 'power', 'oil', 'leak', 'on', 'ccw', 'pump', 'inboard', 'bearing', 'enhancements', 'to', 'our', 'safety', 'conscious', 'work', 'environment', 'ccw', 'pump', 'oil', 'collection', 'and', 'quantification', 'atmosphere', 'monitor', 'alarmed', 'in', 'tendon', 'gallery', 'potential', 'design', 'control', 'violation', 'for', 'fuel', 'oil', 'volume', 'received', 'unexpected', 'ppcs', 'alert', 'unsatisfactory', 'closeout', 'of', 'car', 'open', 'circuit', 'voltage', 'above', 'calculated', 'value', 'during', 'down', 'power', 'two', 'power', 'range', 'recorders', 'failed', 'to', 'follow', 'power', 'level', 'ar', 'closed', 'to', 'actions', 'taken', 'but', 'issue', 'not', 'resolved', 'nrc', 'question', 'condensate', 'pump', 'oil', 'sampling', 'flow', 'switch', 'not', 'operating', 'properly', 'ace', 'failed', 'quality', 'review', 'removal', 'from', 'operation', 'cap', 'closure', 'prior', 'to', 'completion', 'of', 'assigned', 'actions', 'inadequate', 'closeout', 'of', 'cap', 'attachment']",0.0,U,U
5316,U,1981,ML11244A041.txt,109,0.0,"['revise', 'rev', 'per', 'ca', 'corrective', 'actions', 'not', 'completed', 'satisfactorily', 'questions', 'regarding', 'coiled', 'cables', 'above', 'and', 'reads', 'counts', 'when', 'relay', 'found', 'outside', 'tech', 'spec', 'limits', 'out', 'of', 'tolerance', 'resistance', 'values', 'detector', 'failed', 'high', 'alarm', 'check', 'during', 'calibration', 'detector', 'bound', 'tight', 'in', 'detector', 'well', 'dam', 'tx', 'timeout', 'errors', 'on', 'rms', 'system', 'server', 'in', 'control', 'dam', 'monitors', 'oos', 'ace', 'quality', 'failure', 'dam', 'communication', 'failure', 'cap', 'closed', 'with', 'no', 'action', 'taken', 'nrc', 'question', 'on', 'flange', 'stud', 'thread', 'engagement', 'fouling', 'of', 'heat', 'exchangers', 'fouled', 'with', 'grass', 'erratic', 'indication', 'while', 'failure', 'of', 'effluent', 'sump', 'alarm', 'shutdown', 'safety', 'time', 'critical', 'action', 'verification', 'process', 'enhancements', 'numerous', 'alert', 'alarms', 'ace', 'does', 'not', 'meet', 'minimum', 'standards', 'module', 'shuts', 'down', 'power', 'supply', 'when', 'reinstalling', 'north', 'south', 'sw', 'header', 'valve', 'testing', 'corrective', 'actions', 'not', 'completed', 'containment', 'air', 'particulate', 'detector', 'is', 'reading', 'less', 'soers', 'and', 'not', 'cited', 'in', 'site', 'procedures', 'safety', 'related', 'cable', 'trays', 'in', 'th', 'under', 'path', 'of', 'fwhtr', 'hx', 'found', 'to', 'be', 'approximately', 'blocked', 'unexpected', 'alert', 'and', 'high', 'alarm', 'ccw', 'hx', 'bryozoa', 'gl', 'issue', 'leak', 'on', 'turbine', 'bldg', 'floor', 'contains', 'unit', 'srni', 'failed', 'to', 'energize', 'on', 'rx', 'shutdown', 'gas', 'analyzer', 'alarm', 'left', 'in', 'during', 'unit', 'shutdown', 'gas', 'stripper', 'building', 'rm', 'went', 'into', 'alert', 'alarm', 'inadequate', 'closeout', 'of', 'cap', 'inadequate', 'closeout', 'of', 'cap', 'cap', 'inadequate', 'closeout', 'srni', 'indicating', 'while', 'previously', 'wo', 'rev', 'square', 'rooters', 'left', 'out', 'of', 'tolerance', 'fouling', 'received', 'an', 'unexpected', 'sr', 'high', 'flux', 'at', 'shutdown', 'alarm', 'pm', 'to', 'replace', 'filters', 'on', 'closed', 'and', 'not', 'worked', 'open', 'items', 'identified', 'in', 'epu', 'electrical', 'calculations', 'alert', 'alarm', 'attachment']",0.0,U,N
5317,U,540,ML11244A041.txt,111,0.0,"['ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar']",0.0,U,U
5318,U,1669,ML11244A041.txt,113,0.0,"['sfp', 'pump', 'suction', 'isolation', 'valve', 'stem', 'contacting', 'adjacent', 'pipe', 'insulation', 'thermal', 'overloads', 'found', 'tripped', 'on', 'safety', 'related', 'power', 'supply', 'found', 'out', 'of', 'tolerance', 'discrepancies', 'found', 'during', 'nrc', 'observed', 'it', 'rhr', 'test', 'calibration', 'out', 'of', 'tolerances', 'of', 'bf', 'relay', 'cause', 'ground', 'fault', 'sfp', 'monitor', 'in', 'alert', 'intervening', 'combustible', 'wire', 'in', 'pab', 'unplanned', 'lco', 'entry', 'due', 'to', 'wiring', 'error', 'ec', 'source', 'range', 'out', 'of', 'tolerance', 'rev', 'found', 'bistable', 'in', 'source', 'range', 'high', 'oot', 'cap', 'bank', 'pmt', 'caused', 'loss', 'of', 'some', 'electrical', 'loads', 'charging', 'pump', 'tripped', 'after', 'approximately', 'seconds', 'ec', 'changed', 'wiring', 'that', 'affects', 'uv', 'testing', 'procedures', 'nrc', 'and', 'fire', 'dampers', 'are', 'not', 'classified', 'ace', 'failed', 'to', 'meet', 'minimum', 'requirements', 'nrc', 'inspection', 'ts', 'bases', 'not', 'supported', 'by', 'calc', 'north', 'hdr', 'vlv', 'mid', 'position', 'when', 'valve', 'locally', 'shut', 'dg', 'room', 'temperature', 'calc', 'has', 'low', 'margin', 'rad', 'monitor', 'unable', 'to', 'be', 'worked', 'as', 'scheduled', 'evaluation', 'incomplete', 'high', 'calibration', 'constant', 'on', 'element', 'apparently', 'needs', 'cleaning', 'issue', 'scwe', 'confirmatory', 'order', 'inspection', 'issues', 'with', 'under', 'voltage', 'relay', 'testing', 'temp', 'change', 'permanent', 'revision', 'blowdown', 'tank', 'radiation', 'monitor', 'went', 'into', 'alarm', 'had', 'min', 'average', 'alarm', 'on', 'rms', 'server', 'mre', 'needed', 'cap', 'closeout', 'not', 'iaw', 'procedure', 'deficiencies', 'in', 'np', 'cleanliness', 'and', 'rce', 'rejected', 'at', 'trn', 'dept', 'carb', 'cable', 'submergence', 'issues', 'status', 'of', 'is', 'inhibiting', 'outage', 'processing', 'readings', 'trending', 'up', 'identified']",0.0,U,N
5320,U,2081,ML11244A041.txt,113,1760.0,"['testing', 'not', 'completed', 'yet', 'on', 'wo', 'out', 'of', 'tolerance', 'on', 'threshold', 'voltage', 'on', 'receiving', 'dam', 'rx', 'and', 'tx', 'timeouts', 'unexpected', 'common', 'area', 'radiation', 'monitor', 'high', 'alarm', 'improving', 'cap', 'closure', 'to', 'supply', 'xconn', 'leak', 'ck', 'pm', 'unable', 'to', 'complete', 'unexpected', 'ccw', 'liquid', 'monitor', 'alert', 'alarms', 'attachment']",0.0,U,N
5321,U,540,ML11244A041.txt,115,0.0,"['ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar']",0.0,U,U
5325,U,552,ML11244A041.txt,123,0.0,"['ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar']",0.0,U,U
5327,U,540,ML11244A041.txt,127,0.0,"['ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar']",0.0,U,U
5330,U,1,ML11244A041.txt,131,0.0,[],0.0,U,U
5331,U,10,ML11244A041.txt,133,0.0,['attachment'],0.0,U,U
5333,U,436,ML11244A041.txt,137,0.0,"['monitor', 'going', 'in', 'and', 'out', 'of', 'service', 'impacting', 'chemistry', 'issues', 'noted', 'during', 'walkdown', 'of', 'rv', 'level', 'mechanical', 'maintenance', 'inspection', 'of', 'srni', 'counts', 'fluctuating', 'by', 'cps', 'intermittent', 'trend', 'alarms', 'on', 'intermittent', 'trend', 'alarms', 'on', 'pabvs', 'process', 'alarm', 'response', 'ace', 'action', 'will', 'not', 'reduce', 'likelihood', 'of', 'repeat', 'event', 'fail', 'external', 'and', 'found', 'out', 'of']",0.0,U,N
5334,U,441,ML11244A041.txt,137,436.0,[],0.0,U,U
